InputID,TargetID,Distance
n1747654391,"1",61227.9209613509
n1747654391,"1",61227.9209613509
n1747654391,"0",61227.9209613509
n1766414536,"1",64501.0237791401
n1766414536,"1",64501.0237791401
n1766414536,"0",64501.0237791401
n1770157516,"1",68171.6787882731
n1770157516,"1",68171.6787882731
n1770157516,"0",68171.6787882731
n1770157520,"1",68190.2055134497
n1770157520,"1",68190.2055134497
n1770157520,"0",68190.2055134497
n1770157537,"1",68757.8227021373
n1770157537,"1",68757.8227021373
n1770157537,"0",68757.8227021373
n1785422349,"0",62470.7424706259
n1785422349,"1",62470.7424706259
n1819221366,"0",58172.9316997438
n1819221366,"1",58172.9316997438
n1820953920,"0",57397.6514097793
n1820953920,"1",57397.6514097793
n1849111389,"0",56994.9990374696
n1849111389,"1",56994.9990374696
n2027380006,"1",49777.4535326254
n2027380006,"0",49777.4535326254
n2063439860,"0",144136.236985417
n2063439860,"1",144136.236985417
n2274412782,"0",158767.989611764
n2274412782,"1",158767.989611764
n2304477293,"1",73668.0912880804
n2304477293,"0",73668.0912880804
n2340737814,"1",35261.0741794858
n2340737814,"1",35261.0741794858
n2340737814,"0",35261.0741794858
n2386599152,"1",66578.7762173132
n2386599152,"1",66578.7762173132
n2386599152,"0",66578.7762173132
n2487142175,"0",55562.4323678016
n2487142175,"1",55562.4323678016
n2494702154,"1",57852.9106752843
n2494702154,"1",57852.9106752843
n2494702154,"0",57852.9106752843
n2494702167,"1",57934.8286552604
n2494702167,"1",57934.8286552604
n2494702167,"0",57934.8286552604
n2500070579,"1",54503.0419053363
n2500070579,"0",54503.0419053363
n2638988934,"1",66978.0509378813
n2638988934,"0",66978.0509378813
n2648846322,"0",58075.892806519
n2648846322,"1",58075.892806519
n2678049622,"1",56787.3859192871
n2678049622,"1",56787.3859192871
n2678049622,"0",56787.3859192871
n2678203239,"1",56207.256336159
n2678203239,"1",56207.256336159
n2678203239,"0",56207.256336159
n2809215425,"1",55955.7493388641
n2809215425,"1",55955.7493388641
n2809215425,"0",55955.7493388641
n2809278220,"1",55948.1216250148
n2809278220,"1",55948.1216250148
n2809278220,"0",55948.1216250148
n2881861090,"1",70675.9506415639
n2881861090,"1",70675.9506415639
n2881861090,"0",70675.9506415639
n2886477691,"1",59708.5749427924
n2886477691,"0",59708.5749427924
n2911994205,"1",147978.934377064
n2911994205,"0",147978.934377064
n3076226038,"1",82783.8117681417
n3076226038,"0",82783.8117681417
n3212844175,"0",58270.1574216237
n3212844175,"1",58270.1574216237
n3225789655,"1",50117.4499073656
n3225789655,"0",50117.4499073656
n3225792975,"1",50194.4434410524
n3225792975,"0",50194.4434410524
n3227264069,"1",50202.1749807565
n3227264069,"0",50202.1749807565
n3413361438,"0",56263.7175576918
n3413361438,"1",56263.7175576918
n3472929134,"0",58992.3631388218
n3472929134,"1",58992.3631388218
n3474409442,"0",59052.7091343032
n3474409442,"1",59052.7091343032
n3474409447,"0",59047.8695817935
n3474409447,"1",59047.8695817935
n3532436636,"1",49700.7922673047
n3532436636,"0",49700.7922673047
n3627489932,"0",64361.9893907757
n3627489932,"1",64361.9893907757
n3627489932,"1",64361.9893907757
n3647567066,"0",33940.5574428168
n3647567066,"1",33940.5574428168
n3669055963,"1",53672.7993276659
n3669055963,"1",53672.7993276659
n3669055963,"0",53672.7993276659
n3669055965,"1",53655.3195646101
n3669055965,"1",53655.3195646101
n3669055965,"0",53655.3195646101
n3678295321,"1",54462.2156911391
n3678295321,"0",54462.2156911391
n3680839007,"0",52870.8992571942
n3680839007,"1",52870.8992571942
n3680839009,"0",52871.8988793424
n3680839009,"1",52871.8988793424
n3692430181,"1",55028.0614639038
n3692430181,"1",55028.0614639038
n3692430181,"0",55028.0614639038
n3692610102,"1",66530.1324434193
n3692610102,"1",66530.1324434193
n3692610102,"0",66530.1324434193
n3801669724,"1",49803.732408126
n3801669724,"0",49803.732408126
n4024317583,"1",47176.7370387174
n4024317583,"0",47176.7370387174
n4045186106,"1",50674.4116540286
n4045186106,"0",50674.4116540286
n4045186108,"1",50758.0114579312
n4045186108,"0",50758.0114579312
n4045186110,"1",50796.5650001822
n4045186110,"0",50796.5650001822
n4080920301,"1",63912.9804735982
n4080920301,"1",63912.9804735982
n4080920301,"0",63912.9804735982
n4085616456,"1",65647.4087959302
n4085616456,"1",65647.4087959302
n4085616456,"0",65647.4087959302
n4272203615,"1",50291.7331904025
n4272203615,"0",50291.7331904025
n4419440712,"1",64735.36107073
n4419440712,"1",64735.36107073
n4419440712,"0",64735.36107073
n4435448975,"1",73400.1393112846
n4435448975,"1",73400.1393112846
n4435448975,"0",73400.1393112846
n4607184442,"0",57600.1645273375
n4607184442,"1",57600.1645273375
n4607184456,"0",57929.8900861076
n4607184456,"1",57929.8900861076
n4608685159,"0",60701.4193473694
n4608685159,"1",60701.4193473694
n4608685167,"0",61746.2767792759
n4608685167,"1",61746.2767792759
n4608685169,"0",62271.8172993589
n4608685169,"1",62271.8172993589
n4608685182,"0",60564.7455845206
n4608685182,"1",60564.7455845206
n4608685289,"0",62061.3336083462
n4608685289,"1",62061.3336083462
n4608685290,"0",61935.8785657745
n4608685290,"1",61935.8785657745
n4608685307,"0",62333.2706172153
n4608685307,"1",62333.2706172153
n4608685310,"0",62135.3082996553
n4608685310,"1",62135.3082996553
n4608685312,"0",61873.041603743
n4608685312,"1",61873.041603743
n4608685319,"0",62497.9574277362
n4608685319,"1",62497.9574277362
n4608804233,"1",49709.5232973026
n4608804233,"0",49709.5232973026
n4608804253,"1",50121.5563635164
n4608804253,"0",50121.5563635164
n4608804261,"1",50037.2823441127
n4608804261,"0",50037.2823441127
n4608804262,"1",50910.681842541
n4608804262,"0",50910.681842541
n4733497470,"1",63891.5488400698
n4733497470,"1",63891.5488400698
n4733497470,"0",63891.5488400698
n4733497473,"1",63901.2737188529
n4733497473,"1",63901.2737188529
n4733497473,"0",63901.2737188529
n4733497475,"1",63925.2679537963
n4733497475,"1",63925.2679537963
n4733497475,"0",63925.2679537963
n4745072530,"1",66755.4117284137
n4745072530,"1",66755.4117284137
n4745072530,"0",66755.4117284137
n4745072579,"1",66556.9846079242
n4745072579,"1",66556.9846079242
n4745072579,"0",66556.9846079242
n4745072580,"1",66544.345687317
n4745072580,"1",66544.345687317
n4745072580,"0",66544.345687317
n4948907398,"1",63508.0486528681
n4948907398,"1",63508.0486528681
n4948907398,"0",63508.0486528681
n4975624147,"1",65588.6659323697
n4975624147,"0",65588.6659323697
n5054566022,"1",61059.4218082843
n5054566022,"1",61059.4218082843
n5054566022,"0",61059.4218082843
n5054583597,"1",58032.470383945
n5054583597,"1",58032.470383945
n5054583597,"0",58032.470383945
n5060299343,"1",56778.6370009538
n5060299343,"1",56778.6370009538
n5060299343,"0",56778.6370009538
n5061225681,"1",58283.9969878428
n5061225681,"1",58283.9969878428
n5061225681,"0",58283.9969878428
n5061225683,"1",58586.5894683379
n5061225683,"1",58586.5894683379
n5061225683,"0",58586.5894683379
n5084442631,"0",43039.3026101556
n5084442631,"1",43039.3026101556
n5478324898,"1",43960.7414919414
n5478324898,"1",43960.7414919414
n5478324898,"0",43960.7414919414
n5551868410,"1",68490.7162605949
n5551868410,"0",68490.7162605949
n5659936147,"0",55423.8229825143
n5659936147,"1",55423.8229825143
n5659936147,"0",55423.8229825143
n5884277071,"1",64278.1398060467
n5884277071,"1",64278.1398060467
n5884277071,"0",64278.1398060467
n5884277076,"1",63997.913612046
n5884277076,"1",63997.913612046
n5884277076,"0",63997.913612046
n5884277077,"1",64000.6036525929
n5884277077,"1",64000.6036525929
n5884277077,"0",64000.6036525929
n5884277078,"1",63986.1122787073
n5884277078,"1",63986.1122787073
n5884277078,"0",63986.1122787073
n5884277083,"1",64250.0938528317
n5884277083,"1",64250.0938528317
n5884277083,"0",64250.0938528317
n5884277588,"1",64439.7445225542
n5884277588,"1",64439.7445225542
n5884277588,"0",64439.7445225542
n5884277591,"1",64734.8800327663
n5884277591,"1",64734.8800327663
n5884277591,"0",64734.8800327663
n5895639108,"0",62178.7005246119
n5895639108,"1",62178.7005246119
n5895639108,"0",62178.7005246119
n5896101232,"1",49702.741665958
n5896101232,"0",49702.741665958
n5924979320,"1",67167.9120331569
n5924979320,"1",67167.9120331569
n5924979320,"0",67167.9120331569
n5925844139,"1",67553.3990322521
n5925844139,"1",67553.3990322521
n5925844139,"0",67553.3990322521
n5925844140,"1",67567.6422133906
n5925844140,"1",67567.6422133906
n5925844140,"0",67567.6422133906
n6043682446,"1",55255.187988556
n6043682446,"0",55255.187988556
n6045201248,"0",53450.8783842827
n6045201248,"1",53450.8783842827
n6164282402,"1",159064.674157564
n6164282402,"0",159064.674157564
n6191537895,"1",54465.7894478459
n6191537895,"0",54465.7894478459
n6191537896,"1",54434.7869097187
n6191537896,"0",54434.7869097187
n6193462232,"1",49195.6359697195
n6193462232,"0",49195.6359697195
n6217633461,"1",49834.9865753432
n6217633461,"0",49834.9865753432
n6219028620,"1",49906.4150893048
n6219028620,"0",49906.4150893048
n6242084021,"1",54425.3542204511
n6242084021,"0",54425.3542204511
n6269369936,"1",58766.6782492967
n6269369936,"0",58766.6782492967
n6269369979,"1",58766.3197378137
n6269369979,"0",58766.3197378137
n6289585480,"1",63974.9563583891
n6289585480,"1",63974.9563583891
n6289585480,"0",63974.9563583891
n6289585481,"1",64201.6106828421
n6289585481,"1",64201.6106828421
n6289585481,"0",64201.6106828421
n6289587085,"1",64419.662112692
n6289587085,"1",64419.662112692
n6289587085,"0",64419.662112692
n6289587087,"1",66901.5464551185
n6289587087,"1",66901.5464551185
n6289587087,"0",66901.5464551185
n6289587095,"1",62609.4370393701
n6289587095,"1",62609.4370393701
n6289587095,"0",62609.4370393701
n6289587096,"1",64430.5209550452
n6289587096,"1",64430.5209550452
n6289587096,"0",64430.5209550452
n6289587097,"1",64680.6946516314
n6289587097,"1",64680.6946516314
n6289587097,"0",64680.6946516314
n6289587101,"1",62863.8503496866
n6289587101,"1",62863.8503496866
n6289587101,"0",62863.8503496866
n6289587109,"1",62880.8418798107
n6289587109,"1",62880.8418798107
n6289587109,"0",62880.8418798107
n6289587117,"1",62763.5494247053
n6289587117,"1",62763.5494247053
n6289587117,"0",62763.5494247053
n6289587118,"1",66301.1708716524
n6289587118,"1",66301.1708716524
n6289587118,"0",66301.1708716524
n6289587120,"1",64580.0645102281
n6289587120,"1",64580.0645102281
n6289587120,"0",64580.0645102281
n6289587124,"1",63963.6876718329
n6289587124,"1",63963.6876718329
n6289587124,"0",63963.6876718329
n6289587125,"1",64233.2122706341
n6289587125,"1",64233.2122706341
n6289587125,"0",64233.2122706341
n6289587126,"1",66815.4058678589
n6289587126,"1",66815.4058678589
n6289587126,"0",66815.4058678589
n6289587131,"1",62653.3406505242
n6289587131,"1",62653.3406505242
n6289587131,"0",62653.3406505242
n6289587132,"1",66311.6184021585
n6289587132,"1",66311.6184021585
n6289587132,"0",66311.6184021585
n6289587136,"1",63771.431118685
n6289587136,"1",63771.431118685
n6289587136,"0",63771.431118685
n6364083635,"1",61227.5595259559
n6364083635,"1",61227.5595259559
n6364083635,"0",61227.5595259559
n6371163186,"1",42097.6809132195
n6371163186,"0",42097.6809132195
n6525784107,"1",58302.6815349895
n6525784107,"1",58302.6815349895
n6525784107,"0",58302.6815349895
n6898901228,"0",59882.2414191549
n6898901228,"1",59882.2414191549
n6898901229,"0",61501.982772964
n6898901229,"1",61501.982772964
n6898901230,"0",61664.1990831652
n6898901230,"1",61664.1990831652
n6898901243,"0",60307.2547446824
n6898901243,"1",60307.2547446824
n6898901250,"0",60390.8903626532
n6898901250,"1",60390.8903626532
n6898901256,"0",59957.8237089489
n6898901256,"1",59957.8237089489
n7182602351,"1",50766.4775700476
n7182602351,"0",50766.4775700476
n7182602356,"1",50775.9239028766
n7182602356,"0",50775.9239028766
n7183101034,"1",50898.2658988252
n7183101034,"0",50898.2658988252
n7394301110,"1",61602.2751958187
n7394301110,"1",61602.2751958187
n7394301110,"0",61602.2751958187
n7401466845,"1",61599.5108120401
n7401466845,"1",61599.5108120401
n7401466845,"0",61599.5108120401
n7486788048,"1",49812.2201351197
n7486788048,"0",49812.2201351197
n7561374958,"1",53279.7013647529
n7561374958,"0",53279.7013647529
n27145006,"0",190078.435744141
n27145006,"1",190078.435744141
n33541039,"1",213321.671573585
n33541039,"1",213321.671573585
n33541039,"0",213321.671573585
n33541135,"1",148591.299450886
n33541135,"1",148591.299450886
n33541135,"0",148591.299450886
n34733094,"1",50153.878278433
n34733094,"1",50153.878278433
n34733094,"0",50153.878278433
n34733949,"1",40394.910788826
n34733949,"1",40394.910788826
n34733949,"0",40394.910788826
n34741297,"1",45292.004269161
n34741297,"1",45292.004269161
n34741297,"0",45292.004269161
n37093446,"0",36950.4428644135
n37093446,"1",36950.4428644135
n37093446,"1",36950.4428644135
n48653497,"1",15673.133119095
n48653497,"0",15673.133119095
n48656213,"0",23924.9600648896
n48656213,"1",23924.9600648896
n48658972,"0",19876.6868523716
n48658972,"1",19876.6868523716
n48661528,"1",41880.5547005223
n48661528,"0",41880.5547005223
n48662675,"1",80308.1347470957
n48662675,"0",80308.1347470957
n48665831,"1",56939.8823499225
n48665831,"0",56939.8823499225
n51972201,"1",45399.3019165693
n51972201,"0",45399.3019165693
n51972403,"1",115400.047610304
n51972403,"0",115400.047610304
n51972788,"1",99763.7568409935
n51972788,"0",99763.7568409935
n52552999,"1",90612.8051256944
n52552999,"0",90612.8051256944
n52553020,"1",118520.028291
n52553020,"1",118520.028291
n52553020,"0",118520.028291
n52553033,"1",91345.1541736412
n52553033,"1",91345.1541736412
n52553033,"0",91345.1541736412
n52553051,"1",103598.364223069
n52553051,"0",103598.364223069
n52553051,"1",103598.364223069
n52553066,"1",112397.0164081
n52553066,"0",112397.0164081
n52553066,"1",112397.0164081
n52553085,"1",100386.516823248
n52553085,"0",100386.516823248
n52553094,"1",93864.1836160227
n52553094,"0",93864.1836160227
n52553889,"0",61342.0420674615
n52553889,"1",61342.0420674615
n52553894,"0",128140.711764882
n52553894,"1",128140.711764882
n52555933,"1",170003.826996663
n52555933,"1",170003.826996663
n52555933,"0",170003.826996663
n52556072,"0",62730.2308872913
n52556072,"1",62730.2308872913
n52556223,"1",140607.941029144
n52556223,"1",140607.941029144
n52556223,"0",140607.941029144
n52556296,"1",186262.964263163
n52556296,"1",186262.964263163
n52556296,"0",186262.964263163
n52556335,"1",185972.818805239
n52556335,"1",185972.818805239
n52556335,"0",185972.818805239
n52556946,"1",44888.6608169614
n52556946,"0",44888.6608169614
n87150622,"1",145466.044555474
n87150622,"0",145466.044555474
n89709438,"1",219420.25132935
n89709438,"0",219420.25132935
n89722620,"1",219621.713369538
n89722620,"0",219621.713369538
n89908378,"1",254835.558768793
n89908378,"0",254835.558768793
n90947268,"1",117439.686092691
n90947268,"0",117439.686092691
n94566347,"0",76444.2381566655
n94566347,"1",76444.2381566655
n111247149,"1",80465.3048006223
n111247149,"1",80465.3048006223
n111247149,"0",80465.3048006223
n111247149,"0",80465.3048006223
n111248025,"1",90310.4398016989
n111248025,"0",90310.4398016989
n111251375,"0",61698.932755893
n111251375,"1",61698.932755893
n111251375,"0",61698.932755893
n111251716,"1",87200.866877311
n111251716,"0",87200.866877311
n111253762,"1",87744.0470890132
n111253762,"0",87744.0470890132
n111260330,"0",63092.3378911218
n111260330,"1",63092.3378911218
n111261505,"0",12446.2422901089
n111261505,"1",12446.2422901089
n111272952,"0",24227.101955123
n111272952,"1",24227.101955123
n132611861,"1",35714.4517591054
n132611861,"1",35714.4517591054
n132611861,"0",35714.4517591054
n132611861,"0",35714.4517591054
n132614657,"1",38938.6654648228
n132614657,"1",38938.6654648228
n132614657,"0",38938.6654648228
n132614657,"0",38938.6654648228
n132617145,"1",66441.7775534372
n132617145,"1",66441.7775534372
n132617145,"0",66441.7775534372
n132617145,"0",66441.7775534372
n132620071,"0",114357.640869111
n132620071,"1",114357.640869111
n132623365,"1",54534.0448836028
n132623365,"1",54534.0448836028
n132623365,"0",54534.0448836028
n132623365,"0",54534.0448836028
n132625795,"1",61079.0174386108
n132625795,"1",61079.0174386108
n132625795,"0",61079.0174386108
n132625795,"0",61079.0174386108
n132632299,"1",63399.497884763
n132632299,"1",63399.497884763
n132632299,"0",63399.497884763
n132632299,"0",63399.497884763
n132636559,"1",54482.951590352
n132636559,"1",54482.951590352
n132636559,"0",54482.951590352
n132636559,"0",54482.951590352
n132656592,"1",35180.0755185234
n132656592,"0",35180.0755185234
n132727593,"1",48993.064957539
n132727593,"0",48993.064957539
n132767485,"1",36449.5143886387
n132767485,"0",36449.5143886387
n137904805,"0",52556.6516773763
n137904805,"1",52556.6516773763
n137920339,"0",66154.6245246047
n137920339,"1",66154.6245246047
n137927504,"1",15974.4220491656
n137927504,"0",15974.4220491656
n137927504,"1",15974.4220491656
n137929628,"0",42370.1301120529
n137929628,"1",42370.1301120529
n137932850,"1",57877.0855562772
n137932850,"0",57877.0855562772
n137970106,"0",66020.7355208756
n137970106,"1",66020.7355208756
n137987056,"1",33068.8840576512
n137987056,"0",33068.8840576512
n137987056,"1",33068.8840576512
n137987077,"1",38604.7630371026
n137987077,"0",38604.7630371026
n137987077,"1",38604.7630371026
n137991599,"1",33455.4780222681
n137991599,"0",33455.4780222681
n137997198,"0",63380.2253871861
n137997198,"1",63380.2253871861
n137999859,"0",50721.0288330991
n137999859,"1",50721.0288330991
n138010977,"1",29918.1819487653
n138010977,"0",29918.1819487653
n138027012,"1",38243.3723504668
n138027012,"0",38243.3723504668
n140348905,"1",39346.1814958615
n140348905,"0",39346.1814958615
n140364932,"0",13506.5750736865
n140364932,"1",13506.5750736865
n140381909,"0",53775.6882703115
n140381909,"1",53775.6882703115
n140386492,"0",22224.1704784225
n140386492,"1",22224.1704784225
n140411568,"0",43652.8652400828
n140411568,"1",43652.8652400828
n140968976,"0",45338.2260940691
n140968976,"1",45338.2260940691
n140971270,"0",73511.6755917566
n140971270,"1",73511.6755917566
n140973364,"0",72103.4656632036
n140973364,"1",72103.4656632036
n140975603,"0",56377.7979349612
n140975603,"1",56377.7979349612
n140982808,"1",226144.996419577
n140982808,"0",226144.996419577
n140982915,"1",221169.675156994
n140982915,"0",221169.675156994
n140983130,"1",227160.000205494
n140983130,"0",227160.000205494
n140984478,"0",17782.0821256951
n140984478,"1",17782.0821256951
n140986178,"0",65473.0218443318
n140986178,"1",65473.0218443318
n140990184,"0",35548.4702643824
n140990184,"1",35548.4702643824
n140992604,"0",71546.0235515872
n140992604,"1",71546.0235515872
n140996661,"0",63483.245326856
n140996661,"1",63483.245326856
n140998748,"0",66972.9784577162
n140998748,"1",66972.9784577162
n141008618,"0",28424.0642196697
n141008618,"1",28424.0642196697
n141010721,"1",55275.0561598387
n141010721,"0",55275.0561598387
n141026735,"0",84410.2859232989
n141026735,"1",84410.2859232989
n141026781,"1",182124.818069909
n141026781,"0",182124.818069909
n141026902,"1",110432.537797716
n141026902,"0",110432.537797716
n141027052,"1",66349.6362221891
n141027052,"0",66349.6362221891
n141028038,"1",219212.926751765
n141028038,"0",219212.926751765
n141028168,"0",186988.067221917
n141028168,"1",186988.067221917
n141028512,"0",9932.67511237862
n141028512,"1",9932.67511237862
n141028545,"0",106310.469095674
n141028545,"1",106310.469095674
n141028842,"0",86210.9715961955
n141028842,"1",86210.9715961955
n141028910,"1",196869.583451135
n141028910,"0",196869.583451135
n141029421,"1",54766.4289567069
n141029421,"0",54766.4289567069
n141029457,"1",77939.9674036588
n141029457,"0",77939.9674036588
n141030061,"0",155167.843232549
n141030061,"1",155167.843232549
n141030288,"1",61221.4868115641
n141030288,"0",61221.4868115641
n141030431,"1",26597.3650287882
n141030431,"0",26597.3650287882
n141030528,"1",58290.3762566605
n141030528,"1",58290.3762566605
n141030528,"0",58290.3762566605
n141031557,"0",122963.978143157
n141031557,"1",122963.978143157
n141031656,"1",216800.833853441
n141031656,"0",216800.833853441
n141031870,"1",207186.82041131
n141031870,"0",207186.82041131
n141032237,"1",115620.256591059
n141032237,"0",115620.256591059
n141032321,"1",179437.164844026
n141032321,"0",179437.164844026
n141033004,"1",135929.870984965
n141033004,"0",135929.870984965
n141033046,"1",75252.9838691343
n141033046,"0",75252.9838691343
n141033087,"1",73081.1300092529
n141033087,"0",73081.1300092529
n141033320,"0",42219.1740278947
n141033320,"1",42219.1740278947
n141033637,"1",4984.62828304145
n141033637,"0",4984.62828304145
n141034140,"1",85277.73356107
n141034140,"0",85277.73356107
n141034568,"1",224668.150245196
n141034568,"0",224668.150245196
n141035158,"1",188896.31341509
n141035158,"0",188896.31341509
n141035914,"1",55366.3586203631
n141035914,"0",55366.3586203631
n141036013,"1",36067.1899123726
n141036013,"0",36067.1899123726
n141036258,"0",93855.3447263671
n141036258,"1",93855.3447263671
n141036761,"1",246815.140380209
n141036761,"0",246815.140380209
n141037187,"1",44284.1944401937
n141037187,"0",44284.1944401937
n141037539,"1",12672.6713211515
n141037539,"0",12672.6713211515
n141037596,"0",95829.466163095
n141037596,"1",95829.466163095
n141037957,"1",52230.4049649621
n141037957,"0",52230.4049649621
n141038034,"1",79697.9814624337
n141038034,"0",79697.9814624337
n141038084,"1",17451.1845950983
n141038084,"0",17451.1845950983
n141038785,"0",157268.827160181
n141038785,"1",157268.827160181
n141039098,"1",65296.472125374
n141039098,"0",65296.472125374
n141040150,"0",47497.410135597
n141040150,"1",47497.410135597
n141040213,"1",63091.3149753411
n141040213,"0",63091.3149753411
n141041225,"1",28052.862163238
n141041225,"0",28052.862163238
n141041282,"0",25455.5744276921
n141041282,"1",25455.5744276921
n141041435,"0",51374.3112316637
n141041435,"1",51374.3112316637
n141041711,"0",45288.5083368391
n141041711,"1",45288.5083368391
n141042156,"1",226784.665024758
n141042156,"0",226784.665024758
n141042398,"0",209811.191760458
n141042398,"1",209811.191760458
n141042445,"0",73999.7106196845
n141042445,"1",73999.7106196845
n141042584,"0",186277.621713244
n141042584,"1",186277.621713244
n141042609,"0",217065.148183998
n141042609,"1",217065.148183998
n141042627,"0",193321.721728185
n141042627,"1",193321.721728185
n141043097,"1",62320.8412549677
n141043097,"0",62320.8412549677
n141044067,"1",101748.102676761
n141044067,"0",101748.102676761
n141044428,"0",30514.5460699188
n141044428,"1",30514.5460699188
n141044611,"0",51351.5587089566
n141044611,"1",51351.5587089566
n141044854,"1",158944.49610458
n141044854,"0",158944.49610458
n141044987,"1",204148.648037834
n141044987,"0",204148.648037834
n141045026,"0",186436.94057618
n141045026,"1",186436.94057618
n141045102,"0",8240.35856380716
n141045102,"1",8240.35856380716
n141045122,"0",6398.34798923143
n141045122,"1",6398.34798923143
n141045182,"1",63356.4204589824
n141045182,"0",63356.4204589824
n141045227,"1",188733.642558048
n141045227,"0",188733.642558048
n141045408,"0",186005.221940932
n141045408,"1",186005.221940932
n141045748,"1",218709.675381595
n141045748,"0",218709.675381595
n141046130,"1",6773.0352958996
n141046130,"0",6773.0352958996
n141046148,"0",122860.936173172
n141046148,"1",122860.936173172
n141046469,"1",29823.6389943641
n141046469,"1",29823.6389943641
n141046469,"0",29823.6389943641
n141046935,"1",38923.3819536506
n141046935,"1",38923.3819536506
n141046935,"0",38923.3819536506
n141047833,"1",147206.232356694
n141047833,"0",147206.232356694
n141051973,"0",17143.8936212534
n141051973,"1",17143.8936212534
n141057142,"0",17794.7098534884
n141057142,"1",17794.7098534884
n141094569,"0",62181.5749487913
n141094569,"1",62181.5749487913
n141094569,"1",62181.5749487913
n147131378,"0",126816.61614712
n147131378,"1",126816.61614712
n147131417,"0",163984.020143625
n147131417,"1",163984.020143625
n147131481,"0",21467.7027788827
n147131481,"1",21467.7027788827
n147131677,"0",53501.1188771248
n147131677,"0",53501.1188771248
n147131677,"1",53501.1188771248
n147131677,"1",53501.1188771248
n147131753,"0",61889.0730180685
n147131753,"1",61889.0730180685
n147131773,"0",167775.363680694
n147131773,"0",167775.363680694
n147131773,"1",167775.363680694
n147131773,"1",167775.363680694
n147131904,"0",102730.791703597
n147131904,"0",102730.791703597
n147131904,"1",102730.791703597
n147131904,"1",102730.791703597
n147132232,"0",91206.2783474546
n147132232,"0",91206.2783474546
n147132232,"1",91206.2783474546
n147132232,"1",91206.2783474546
n147132284,"0",39992.1382757936
n147132284,"0",39992.1382757936
n147132284,"1",39992.1382757936
n147132284,"1",39992.1382757936
n147132318,"0",47131.2054279942
n147132318,"1",47131.2054279942
n147132496,"0",12364.9907873027
n147132496,"0",12364.9907873027
n147132496,"1",12364.9907873027
n147132496,"1",12364.9907873027
n147132509,"0",152826.490268034
n147132509,"1",152826.490268034
n147132714,"0",80696.9675606356
n147132714,"1",80696.9675606356
n147133476,"0",11621.4687599093
n147133476,"1",11621.4687599093
n147133496,"0",125713.921377866
n147133496,"1",125713.921377866
n147133711,"0",54744.6053388198
n147133711,"0",54744.6053388198
n147133711,"1",54744.6053388198
n147133711,"1",54744.6053388198
n147133735,"0",150503.003538639
n147133735,"0",150503.003538639
n147133735,"1",150503.003538639
n147133735,"1",150503.003538639
n147133908,"0",65959.7988667189
n147133908,"1",65959.7988667189
n147133926,"0",107792.79208982
n147133926,"1",107792.79208982
n147133956,"0",150060.745536959
n147133956,"1",150060.745536959
n147133970,"0",109438.686682959
n147133970,"1",109438.686682959
n147134280,"0",16116.7680993803
n147134280,"1",16116.7680993803
n150932308,"1",75924.2728850708
n150932308,"1",75924.2728850708
n150932308,"0",75924.2728850708
n150932732,"1",89720.2507148899
n150932732,"1",89720.2507148899
n150932732,"0",89720.2507148899
n150932736,"1",108642.199354402
n150932736,"0",108642.199354402
n150933225,"0",68377.4011047659
n150933225,"1",68377.4011047659
n150933355,"0",297222.900053076
n150933355,"1",297222.900053076
n150933538,"1",84977.7528138035
n150933538,"0",84977.7528138035
n150933548,"1",205838.535797925
n150933548,"0",205838.535797925
n150933549,"1",180712.284833485
n150933549,"0",180712.284833485
n150933553,"1",82263.0483150074
n150933553,"0",82263.0483150074
n150933732,"1",227272.936917006
n150933732,"0",227272.936917006
n150933834,"1",221060.675103762
n150933834,"0",221060.675103762
n150933900,"0",145836.498626142
n150933900,"1",145836.498626142
n150933971,"0",113113.996346199
n150933971,"1",113113.996346199
n150934041,"1",149129.270837789
n150934041,"0",149129.270837789
n150934105,"1",114894.606730096
n150934105,"1",114894.606730096
n150934105,"0",114894.606730096
n150934149,"0",78930.6977996736
n150934149,"1",78930.6977996736
n150934222,"0",64112.48445456
n150934222,"1",64112.48445456
n150934222,"1",64112.48445456
n150934222,"0",64112.48445456
n150934228,"0",296138.667626117
n150934228,"1",296138.667626117
n150934351,"1",47167.5260000151
n150934351,"0",47167.5260000151
n150934538,"0",120792.401964075
n150934538,"1",120792.401964075
n150934587,"1",44624.9918195928
n150934587,"0",44624.9918195928
n150934712,"1",27443.29538962
n150934712,"0",27443.29538962
n150934712,"1",27443.29538962
n150934712,"0",27443.29538962
n150934774,"1",245454.12338988
n150934774,"0",245454.12338988
n150934777,"1",119069.653620038
n150934777,"0",119069.653620038
n150934860,"1",135175.672072504
n150934860,"0",135175.672072504
n150934868,"1",198566.522761462
n150934868,"0",198566.522761462
n150935386,"0",50411.6995784565
n150935386,"1",50411.6995784565
n150935506,"1",225080.603833611
n150935506,"0",225080.603833611
n150935667,"1",27964.5883865155
n150935667,"1",27964.5883865155
n150935667,"0",27964.5883865155
n150935697,"1",201987.557150006
n150935697,"0",201987.557150006
n150935703,"0",111410.721455041
n150935703,"1",111410.721455041
n150935703,"1",111410.721455041
n150935703,"0",111410.721455041
n150936221,"0",138478.096027372
n150936221,"1",138478.096027372
n150936678,"0",292917.827296578
n150936678,"1",292917.827296578
n150936765,"0",263139.480532247
n150936765,"1",263139.480532247
n150936874,"1",43632.2717720109
n150936874,"0",43632.2717720109
n150936978,"0",107650.162756273
